	text	screen_name	location
1514	AbortionIsMurder be a thinly veil call to violence against doctor who perform abortion procedure and the medical staff who work at clinic mass murderer ProLifeMyAss	MasterDebateNet	Google's Cloud
1515	evil incarnate show up and protest they AbortionIsMurder	chessnotes	A chess board near you...
1516	this be a must watch abortionismurder	batinanescafe1	California, USA
1517	freeowenshroyer give now to the emergency OwenShroyer Legal Defense Fund FreedomOfSpeech freedomofreligiousexpression InsurrectionHoax AbortionIsMurder upholdtheconstitution	savedgirl316	New Mexico
1518	DISPUTE these word MAGA PATRIOT bidencheate AbortionIsMurder AmericaneedsJesus PrayForAmerica resistjoebiden bidenlie trumpwonbidencheate	FaithSpiritual1	Georgia
1519	Thou shall not murder be God law AbortionisMurder	ZibaLady1	Land of the FREE.
1520	well finally shut she up that be fun mybodymychoice and abortionismurder	CoalitionTexas	Great State of Texas
1521	can we at least get your mentality on civil right into the latter part of the twentieth century or do you want to go back to mybodymychoice abortionismurder want to continue	CoalitionTexas	Great State of Texas
1522	Read up on Roe Wade why would we care what Jacobson from say from a know eugenicist prior to civil right include woman have the right to vote mybodymychoice and abortionismurder want to continue	CoalitionTexas	Great State of Texas
1523	abortion be abortionismurder	AaGibbs_KU	Chicago, IL
1524	miracle Baby Boy survive Abortion and be bear Healthy he be a miracle SaveTheKids AbortionIsMurder Miraculous	hepburn222	MO
1525	Infanticide Rights AbortionIsMurder	Otis_Firefly348	Virginia, USA
1526	if a pregnant woman drink or smoke during pregnancy society say she a terrible person if a pregnant woman straight up kill her baby with an abortion society say she brave see the problem here AbortionIsMurder	TheReallistOne	Everywhere USA
1527	Darn straight that be why I be not buy into the BigPharma saveamericagetvaxxe campaign AbortionIsMurder	GregDaButcher	The Farmland of California!
1528	I support because AbortionIsAHumanRIGHT	BootsChantilly	California, USA
1529	abortionisahumanright abortionbansareaboutpunishingwoman this be racist christian supremacist punishment of woman why else would the most religious state in the seek to ban abortion ban sex education and decline to expand Medicaid	JoPerryAuthor	Los Angeles, CA
1532	seek truth then shout it out loud truth blacklivesmatter loveislove asianrepresentation peoplehavethepower ClimateJustice waterislife transrightsarehumanright abortionright mybodymychoice WomenRights equalpay disabilityawareness vegan	RAZDesignStudio	Brooklyn, NY
1533	if man could get pregnant we would be have this conversation fuckgregabbott momsagainstgregabbott maga abortionright abortionishealthcare reproductiveright WomensRights	Lynn6Laci	Texas, USA
1534	september a new abortion law take effect in Texas it would be a shame if ethical hacker tear about their system texas abortionright	rdking647	austin texas
1535	woman be expect to be in charge of contraception if it fail she be prevent from get an abortion if she carry it to term and need help she on her own the only place man be present in this be by pass law against abortionright woman in TX legislation	TXWomenRESIST	Austin, TX
1540	it the end of the end of the summer sale so last chance to pickup hard copy of the New Handbook for a Post Roe America for straight from endofroe roevwade abortionright	robinmarty	Tuscaloosa
1541	hah this anti abortion whistleblowing site be be flood with shrek porn reproductivejustice txlege abortionright	starfishncoffee	TX to BK to TX
1542	decade after Henry Morgentaler start offer his service doctor be still struggle to help their patient write AbortionRights CdnPoli	thewalrus	Canada
1543	get after it all the spam link and abortionright fuckgregabbott fuckkenpaxton	satanxhousewife	Austin, TX
1544	Mississippi this be so mess up restrict abortion in our nation poorest state our country be so backwards none care about these woman or their life only to limit their already minimal power over they mybodymychoice abortionright	joy_gimbel	New York City
1547	the site have already attract the interest of online activist who recommend that people concern about reproductive right share fake name to disrupt the data collection Texas AbortionRights reproductiveright womensright WomensHealth	SAcurrent	San Antonio, TX
1548	I blow the whistle on Ted Cruz he a mass murderer terrorist amp anti life TedCruz FB say he be plan an unsanctioned abortion FB say it it must be true AbortionRights womensrightsarehumanright mybodymychoice	LindseyJourney	New York
1549	but can still manage to degrade woman and track we like cattle on the new PROLIFE heartbeat bill report website use to track TX woman uteruse gilead heartbeatbill abortionright	TexasLife7	Texas, USA
1552	really exceptionally happy to see Rewire cover this be a liar and a fraud and most importantly an anti abortion hack who too spineless to stand up to his far right caucus Granite Staters will remember this in NHPolitics abortionishealthcare	LeahCohen603	the nhgop’s nightmares / t*fts
1553	Texas politician make the crappi of crappy doctor politiciansmakecrappydoctor abortionishealthcare	NARALNC	North Carolina
1554	this be so wrong abortionishealthcare KeepAbortionLegal Texas abortion law would do more than ban the procedure after six week	mizmaxgordon	Earth
1555	why be it the people that be scream about wear mask because of their freedom be totally fine with tell a woman what she can do with her own body abortionishealthcare womensright WomensHealth Texas	NotButter	Land of Oz
1556	Texas abortion law that ban procedure as early as six week set to go into effect after federal court cancel hearing deny motion via waronwoman abortionishealthcare BodilyAutonomy TxLege	LostMapleTX	San Antonio, TX
1557	I suppose now that two man have provide assurance we be suppose to ignore the fact abortion provider and woman in NB say this be true abortionishealthcare say New Brunswick Premier Blaine Higgs assure he there be abortion access	NahanniFontaine	Winnipeg, Manitoba
1560	with medabortionirl we one step close to a future where we do have to travel long distance or pay for costly travel expense to get the abortion care we need AbortionJustice abortionishealthcare	NARALNC	North Carolina
1561	abortion be always an option abortionishealthcare	HERterus	Inside a person
1562	faith leader continue to play a critical role in the fight to keep abortion safe legal and accessible roevwade abortionishealthcare	PPNorCalAction	Northern California
1564	sign up and take action to defend AbortionAccess and ReproductiveFreedom abortionishealthcare AbortionIsARight abortionismoral birthcontrolisaright	NARALNC	North Carolina
1565	someone who say abortionishealthcare but claim to care about other live you define hypocrisy what a wonderful conundrum you weave	ThaReelSpeekah	Australia
1566	leave the government out of our healthcare abortionishealthcare AbortionIsARight abortionismoral	NARALNC	North Carolina
1567	ban off our body we stand with Texas krcrc abortionishealthcare bansoffourbodie	Ky_RCRC	Kentucky, USA
1569	this portrayal from liveaction be such bs Cecile Richards be speak for Planned Parenthood where no abortion be provide at the stage of viability abortionishealthcare	jenkalant	Toronto
1570	abortionislegal abortionishealthcare AbortionIsARight abortionismoral learn about access abortion in North Carolina g	NARALNC	North Carolina
1571	OMG Maynard ReSister lbgt LincolnArmy GQP CancelFox LegalizeIt SaveOurDemocracy TeamJustice indicttrump abortionishealthcare	yiab	Alexandria, Va
1572	you be live proof that you ca fix stupid ReSister lbgt LincolnArmy GQP CancelFox LegalizeIt SaveOurDemocracy TeamJustice indicttrump abortionishealthcare	yiab	Alexandria, Va
1573	yes many still have a few more I want before I kick it ReSister lbgt LincolnArmy GQP CancelFox LegalizeIt SaveOurDemocracy TeamJustice indicttrump abortionishealthcare	yiab	Alexandria, Va
1574	I get you ReSister lbgt LincolnArmy GQP CancelFox LegalizeIt SaveOurDemocracy TeamJustice indicttrump abortionishealthcare	yiab	Alexandria, Va
1575	where be my philly abortionishealthcare peep today	ruthlessfilms	Chicago, IL
1576	we will ProtectRoe believeinmore fightlikehell and wewontgoback abortionishealthcare AbortionIsARight	NARALNC	North Carolina
1577	start now an expert discussion on Surgical Abortion and overcome Barriers for SafeAbortion the webinar be be hold in ENGLISH with live interpretation in FRENCH amp SPANISH Register abortionishealthcare FIGOWebinar	FIGOHQ	Global
1578	this be beautiful we hope more place of worship across TX amp the US do the same it also make we think of our fantastic ReproductiveFreedom amp People of Faith convo amp abortionismoral abortionishealthcare	NARALNC	North Carolina
1580	today an expert discussion on Surgical Abortion and overcome Barriers for SafeAbortion the webinar will be hold in ENGLISH with live interpretation in FRENCH amp SPANISH Register abortionishealthcare FIGOWebinar	FIGOHQ	Global
